phase,phase_name,specimen_id,variant,capacitor_role,freq_label,freq_spec,vac_peak_target_v,vdc_target_v,required_or_optional,new_measurement_or_reused,purpose
3,Capacitance comparison (0.1 vs 1 vs 10 uF),S90-0603-R-02,S90-0603,R,fr1,measured value from Phase 0 - not yet available,0.1,0,required,Reused from Phase 1,1uF arm of the capacitance comparison
3,Capacitance comparison (0.1 vs 1 vs 10 uF),S90-0603-R-02,S90-0603,R,fr2,measured value from Phase 0 - not yet available,0.1,0,required,Reused from Phase 1,1uF arm of the capacitance comparison
3,Capacitance comparison (0.1 vs 1 vs 10 uF),S90-0603-R-02,S90-0603,R,fr3,measured value from Phase 0 - not yet available,0.1,0,required,Reused from Phase 1,1uF arm of the capacitance comparison
3,Capacitance comparison (0.1 vs 1 vs 10 uF),S90-0603-R-02,S90-0603,R,fr1/2,measured value from Phase 0 - not yet available,0.1,0,required,Reused from Phase 1,1uF arm of the capacitance comparison
3,Capacitance comparison (0.1 vs 1 vs 10 uF),S90-0603-R-02,S90-0603,R,fr2/2,measured value from Phase 0 - not yet available,0.1,0,required,Reused from Phase 1,1uF arm of the capacitance comparison
3,Capacitance comparison (0.1 vs 1 vs 10 uF),S90-0603-R-02,S90-0603,R,fr3/2,measured value from Phase 0 - not yet available,0.1,0,required,Reused from Phase 1,1uF arm of the capacitance comparison
3,Capacitance comparison (0.1 vs 1 vs 10 uF),S90-0603-R-03,S90-0603,R,fr1,measured value from Phase 0 - not yet available,0.1,0,required,Reused from Phase 1,1uF arm of the capacitance comparison
3,Capacitance comparison (0.1 vs 1 vs 10 uF),S90-0603-R-03,S90-0603,R,fr2,measured value from Phase 0 - not yet available,0.1,0,required,Reused from Phase 1,1uF arm of the capacitance comparison
3,Capacitance comparison (0.1 vs 1 vs 10 uF),S90-0603-R-03,S90-0603,R,fr3,measured value from Phase 0 - not yet available,0.1,0,required,Reused from Phase 1,1uF arm of the capacitance comparison
3,Capacitance comparison (0.1 vs 1 vs 10 uF),S90-0603-R-03,S90-0603,R,fr1/2,measured value from Phase 0 - not yet available,0.1,0,required,Reused from Phase 1,1uF arm of the capacitance comparison
3,Capacitance comparison (0.1 vs 1 vs 10 uF),S90-0603-R-03,S90-0603,R,fr2/2,measured value from Phase 0 - not yet available,0.1,0,required,Reused from Phase 1,1uF arm of the capacitance comparison
3,Capacitance comparison (0.1 vs 1 vs 10 uF),S90-0603-R-03,S90-0603,R,fr3/2,measured value from Phase 0 - not yet available,0.1,0,required,Reused from Phase 1,1uF arm of the capacitance comparison
4,Rated-voltage comparison (10 vs 16 vs 25 vs 50 V),S90-0603-V1-01,S90-0603,V1,fr1,measured value from Phase 0 - not yet available,0.1,0,required,New,rated-voltage comparison: R 10V vs V1 16V vs V2 25V vs V3 50V
4,Rated-voltage comparison (10 vs 16 vs 25 vs 50 V),S90-0603-V1-01,S90-0603,V1,fr2,measured value from Phase 0 - not yet available,0.1,0,required,New,rated-voltage comparison: R 10V vs V1 16V vs V2 25V vs V3 50V
4,Rated-voltage comparison (10 vs 16 vs 25 vs 50 V),S90-0603-V1-01,S90-0603,V1,fr3,measured value from Phase 0 - not yet available,0.1,0,required,New,rated-voltage comparison: R 10V vs V1 16V vs V2 25V vs V3 50V
4,Rated-voltage comparison (10 vs 16 vs 25 vs 50 V),S90-0603-V1-01,S90-0603,V1,fr1/2,measured value from Phase 0 - not yet available,0.1,0,required,New,rated-voltage comparison: R 10V vs V1 16V vs V2 25V vs V3 50V
4,Rated-voltage comparison (10 vs 16 vs 25 vs 50 V),S90-0603-V1-01,S90-0603,V1,fr2/2,measured value from Phase 0 - not yet available,0.1,0,required,New,rated-voltage comparison: R 10V vs V1 16V vs V2 25V vs V3 50V
4,Rated-voltage comparison (10 vs 16 vs 25 vs 50 V),S90-0603-V1-01,S90-0603,V1,fr3/2,measured value from Phase 0 - not yet available,0.1,0,required,New,rated-voltage comparison: R 10V vs V1 16V vs V2 25V vs V3 50V
4,Rated-voltage comparison (10 vs 16 vs 25 vs 50 V),S90-0603-V1-02,S90-0603,V1,fr1,measured value from Phase 0 - not yet available,0.1,0,required,New,rated-voltage comparison: R 10V vs V1 16V vs V2 25V vs V3 50V
4,Rated-voltage comparison (10 vs 16 vs 25 vs 50 V),S90-0603-V1-02,S90-0603,V1,fr2,measured value from Phase 0 - not yet available,0.1,0,required,New,rated-voltage comparison: R 10V vs V1 16V vs V2 25V vs V3 50V
4,Rated-voltage comparison (10 vs 16 vs 25 vs 50 V),S90-0603-V1-02,S90-0603,V1,fr3,measured value from Phase 0 - not yet available,0.1,0,required,New,rated-voltage comparison: R 10V vs V1 16V vs V2 25V vs V3 50V
4,Rated-voltage comparison (10 vs 16 vs 25 vs 50 V),S90-0603-V1-02,S90-0603,V1,fr1/2,measured value from Phase 0 - not yet available,0.1,0,required,New,rated-voltage comparison: R 10V vs V1 16V vs V2 25V vs V3 50V
4,Rated-voltage comparison (10 vs 16 vs 25 vs 50 V),S90-0603-V1-02,S90-0603,V1,fr2/2,measured value from Phase 0 - not yet available,0.1,0,required,New,rated-voltage comparison: R 10V vs V1 16V vs V2 25V vs V3 50V
4,Rated-voltage comparison (10 vs 16 vs 25 vs 50 V),S90-0603-V1-02,S90-0603,V1,fr3/2,measured value from Phase 0 - not yet available,0.1,0,required,New,rated-voltage comparison: R 10V vs V1 16V vs V2 25V vs V3 50V
4,Rated-voltage comparison (10 vs 16 vs 25 vs 50 V),S90-0603-V2-01,S90-0603,V2,fr1,measured value from Phase 0 - not yet available,0.1,0,required,New,rated-voltage comparison: R 10V vs V1 16V vs V2 25V vs V3 50V
4,Rated-voltage comparison (10 vs 16 vs 25 vs 50 V),S90-0603-V2-01,S90-0603,V2,fr2,measured value from Phase 0 - not yet available,0.1,0,required,New,rated-voltage comparison: R 10V vs V1 16V vs V2 25V vs V3 50V
4,Rated-voltage comparison (10 vs 16 vs 25 vs 50 V),S90-0603-V2-01,S90-0603,V2,fr3,measured value from Phase 0 - not yet available,0.1,0,required,New,rated-voltage comparison: R 10V vs V1 16V vs V2 25V vs V3 50V
4,Rated-voltage comparison (10 vs 16 vs 25 vs 50 V),S90-0603-V2-01,S90-0603,V2,fr1/2,measured value from Phase 0 - not yet available,0.1,0,required,New,rated-voltage comparison: R 10V vs V1 16V vs V2 25V vs V3 50V
4,Rated-voltage comparison (10 vs 16 vs 25 vs 50 V),S90-0603-V2-01,S90-0603,V2,fr2/2,measured value from Phase 0 - not yet available,0.1,0,required,New,rated-voltage comparison: R 10V vs V1 16V vs V2 25V vs V3 50V
4,Rated-voltage comparison (10 vs 16 vs 25 vs 50 V),S90-0603-V2-01,S90-0603,V2,fr3/2,measured value from Phase 0 - not yet available,0.1,0,required,New,rated-voltage comparison: R 10V vs V1 16V vs V2 25V vs V3 50V
4,Rated-voltage comparison (10 vs 16 vs 25 vs 50 V),S90-0603-V2-02,S90-0603,V2,fr1,measured value from Phase 0 - not yet available,0.1,0,required,New,rated-voltage comparison: R 10V vs V1 16V vs V2 25V vs V3 50V
4,Rated-voltage comparison (10 vs 16 vs 25 vs 50 V),S90-0603-V2-02,S90-0603,V2,fr2,measured value from Phase 0 - not yet available,0.1,0,required,New,rated-voltage comparison: R 10V vs V1 16V vs V2 25V vs V3 50V
4,Rated-voltage comparison (10 vs 16 vs 25 vs 50 V),S90-0603-V2-02,S90-0603,V2,fr3,measured value from Phase 0 - not yet available,0.1,0,required,New,rated-voltage comparison: R 10V vs V1 16V vs V2 25V vs V3 50V
4,Rated-voltage comparison (10 vs 16 vs 25 vs 50 V),S90-0603-V2-02,S90-0603,V2,fr1/2,measured value from Phase 0 - not yet available,0.1,0,required,New,rated-voltage comparison: R 10V vs V1 16V vs V2 25V vs V3 50V
4,Rated-voltage comparison (10 vs 16 vs 25 vs 50 V),S90-0603-V2-02,S90-0603,V2,fr2/2,measured value from Phase 0 - not yet available,0.1,0,required,New,rated-voltage comparison: R 10V vs V1 16V vs V2 25V vs V3 50V
4,Rated-voltage comparison (10 vs 16 vs 25 vs 50 V),S90-0603-V2-02,S90-0603,V2,fr3/2,measured value from Phase 0 - not yet available,0.1,0,required,New,rated-voltage comparison: R 10V vs V1 16V vs V2 25V vs V3 50V
4,Rated-voltage comparison (10 vs 16 vs 25 vs 50 V),S90-0603-V3-01,S90-0603,V3,fr1,measured value from Phase 0 - not yet available,0.1,0,required,New,rated-voltage comparison: R 10V vs V1 16V vs V2 25V vs V3 50V
4,Rated-voltage comparison (10 vs 16 vs 25 vs 50 V),S90-0603-V3-01,S90-0603,V3,fr2,measured value from Phase 0 - not yet available,0.1,0,required,New,rated-voltage comparison: R 10V vs V1 16V vs V2 25V vs V3 50V
4,Rated-voltage comparison (10 vs 16 vs 25 vs 50 V),S90-0603-V3-01,S90-0603,V3,fr3,measured value from Phase 0 - not yet available,0.1,0,required,New,rated-voltage comparison: R 10V vs V1 16V vs V2 25V vs V3 50V
4,Rated-voltage comparison (10 vs 16 vs 25 vs 50 V),S90-0603-V3-01,S90-0603,V3,fr1/2,measured value from Phase 0 - not yet available,0.1,0,required,New,rated-voltage comparison: R 10V vs V1 16V vs V2 25V vs V3 50V
4,Rated-voltage comparison (10 vs 16 vs 25 vs 50 V),S90-0603-V3-01,S90-0603,V3,fr2/2,measured value from Phase 0 - not yet available,0.1,0,required,New,rated-voltage comparison: R 10V vs V1 16V vs V2 25V vs V3 50V
4,Rated-voltage comparison (10 vs 16 vs 25 vs 50 V),S90-0603-V3-01,S90-0603,V3,fr3/2,measured value from Phase 0 - not yet available,0.1,0,required,New,rated-voltage comparison: R 10V vs V1 16V vs V2 25V vs V3 50V
4,Rated-voltage comparison (10 vs 16 vs 25 vs 50 V),S90-0603-V3-02,S90-0603,V3,fr1,measured value from Phase 0 - not yet available,0.1,0,required,New,rated-voltage comparison: R 10V vs V1 16V vs V2 25V vs V3 50V
4,Rated-voltage comparison (10 vs 16 vs 25 vs 50 V),S90-0603-V3-02,S90-0603,V3,fr2,measured value from Phase 0 - not yet available,0.1,0,required,New,rated-voltage comparison: R 10V vs V1 16V vs V2 25V vs V3 50V
4,Rated-voltage comparison (10 vs 16 vs 25 vs 50 V),S90-0603-V3-02,S90-0603,V3,fr3,measured value from Phase 0 - not yet available,0.1,0,required,New,rated-voltage comparison: R 10V vs V1 16V vs V2 25V vs V3 50V
4,Rated-voltage comparison (10 vs 16 vs 25 vs 50 V),S90-0603-V3-02,S90-0603,V3,fr1/2,measured value from Phase 0 - not yet available,0.1,0,required,New,rated-voltage comparison: R 10V vs V1 16V vs V2 25V vs V3 50V
4,Rated-voltage comparison (10 vs 16 vs 25 vs 50 V),S90-0603-V3-02,S90-0603,V3,fr2/2,measured value from Phase 0 - not yet available,0.1,0,required,New,rated-voltage comparison: R 10V vs V1 16V vs V2 25V vs V3 50V
4,Rated-voltage comparison (10 vs 16 vs 25 vs 50 V),S90-0603-V3-02,S90-0603,V3,fr3/2,measured value from Phase 0 - not yet available,0.1,0,required,New,rated-voltage comparison: R 10V vs V1 16V vs V2 25V vs V3 50V
4,Rated-voltage comparison (10 vs 16 vs 25 vs 50 V),S90-0603-R-01,S90-0603,R,fr1,measured value from Phase 0 - not yet available,0.1,0,required,Reused from Phase 1,10V arm of the rated-voltage comparison
4,Rated-voltage comparison (10 vs 16 vs 25 vs 50 V),S90-0603-R-01,S90-0603,R,fr2,measured value from Phase 0 - not yet available,0.1,0,required,Reused from Phase 1,10V arm of the rated-voltage comparison
4,Rated-voltage comparison (10 vs 16 vs 25 vs 50 V),S90-0603-R-01,S90-0603,R,fr3,measured value from Phase 0 - not yet available,0.1,0,required,Reused from Phase 1,10V arm of the rated-voltage comparison
4,Rated-voltage comparison (10 vs 16 vs 25 vs 50 V),S90-0603-R-01,S90-0603,R,fr1/2,measured value from Phase 0 - not yet available,0.1,0,required,Reused from Phase 1,10V arm of the rated-voltage comparison
4,Rated-voltage comparison (10 vs 16 vs 25 vs 50 V),S90-0603-R-01,S90-0603,R,fr2/2,measured value from Phase 0 - not yet available,0.1,0,required,Reused from Phase 1,10V arm of the rated-voltage comparison
4,Rated-voltage comparison (10 vs 16 vs 25 vs 50 V),S90-0603-R-01,S90-0603,R,fr3/2,measured value from Phase 0 - not yet available,0.1,0,required,Reused from Phase 1,10V arm of the rated-voltage comparison
4,Rated-voltage comparison (10 vs 16 vs 25 vs 50 V),S90-0603-R-02,S90-0603,R,fr1,measured value from Phase 0 - not yet available,0.1,0,required,Reused from Phase 1,10V arm of the rated-voltage comparison
4,Rated-voltage comparison (10 vs 16 vs 25 vs 50 V),S90-0603-R-02,S90-0603,R,fr2,measured value from Phase 0 - not yet available,0.1,0,required,Reused from Phase 1,10V arm of the rated-voltage comparison
4,Rated-voltage comparison (10 vs 16 vs 25 vs 50 V),S90-0603-R-02,S90-0603,R,fr3,measured value from Phase 0 - not yet available,0.1,0,required,Reused from Phase 1,10V arm of the rated-voltage comparison
4,Rated-voltage comparison (10 vs 16 vs 25 vs 50 V),S90-0603-R-02,S90-0603,R,fr1/2,measured value from Phase 0 - not yet available,0.1,0,required,Reused from Phase 1,10V arm of the rated-voltage comparison
4,Rated-voltage comparison (10 vs 16 vs 25 vs 50 V),S90-0603-R-02,S90-0603,R,fr2/2,measured value from Phase 0 - not yet available,0.1,0,required,Reused from Phase 1,10V arm of the rated-voltage comparison
4,Rated-voltage comparison (10 vs 16 vs 25 vs 50 V),S90-0603-R-02,S90-0603,R,fr3/2,measured value from Phase 0 - not yet available,0.1,0,required,Reused from Phase 1,10V arm of the rated-voltage comparison
4,Rated-voltage comparison (10 vs 16 vs 25 vs 50 V),S90-0603-R-03,S90-0603,R,fr1,measured value from Phase 0 - not yet available,0.1,0,required,Reused from Phase 1,10V arm of the rated-voltage comparison
4,Rated-voltage comparison (10 vs 16 vs 25 vs 50 V),S90-0603-R-03,S90-0603,R,fr2,measured value from Phase 0 - not yet available,0.1,0,required,Reused from Phase 1,10V arm of the rated-voltage comparison
4,Rated-voltage comparison (10 vs 16 vs 25 vs 50 V),S90-0603-R-03,S90-0603,R,fr3,measured value from Phase 0 - not yet available,0.1,0,required,Reused from Phase 1,10V arm of the rated-voltage comparison
4,Rated-voltage comparison (10 vs 16 vs 25 vs 50 V),S90-0603-R-03,S90-0603,R,fr1/2,measured value from Phase 0 - not yet available,0.1,0,required,Reused from Phase 1,10V arm of the rated-voltage comparison
4,Rated-voltage comparison (10 vs 16 vs 25 vs 50 V),S90-0603-R-03,S90-0603,R,fr2/2,measured value from Phase 0 - not yet available,0.1,0,required,Reused from Phase 1,10V arm of the rated-voltage comparison
4,Rated-voltage comparison (10 vs 16 vs 25 vs 50 V),S90-0603-R-03,S90-0603,R,fr3/2,measured value from Phase 0 - not yet available,0.1,0,required,Reused from Phase 1,10V arm of the rated-voltage comparison
5,"Dielectric comparison (X5R vs X7R, matched 0805/1uF/10V)",S90-0805-D1-01,S90-0805,D1,fr1,measured value from Phase 0 - not yet available,0.1,0,required,New,dielectric comparison: P2 X5R vs D1 X7R
5,"Dielectric comparison (X5R vs X7R, matched 0805/1uF/10V)",S90-0805-D1-01,S90-0805,D1,fr2,measured value from Phase 0 - not yet available,0.1,0,required,New,dielectric comparison: P2 X5R vs D1 X7R
5,"Dielectric comparison (X5R vs X7R, matched 0805/1uF/10V)",S90-0805-D1-01,S90-0805,D1,fr3,measured value from Phase 0 - not yet available,0.1,0,required,New,dielectric comparison: P2 X5R vs D1 X7R
5,"Dielectric comparison (X5R vs X7R, matched 0805/1uF/10V)",S90-0805-D1-01,S90-0805,D1,fr1/2,measured value from Phase 0 - not yet available,0.1,0,required,New,dielectric comparison: P2 X5R vs D1 X7R
5,"Dielectric comparison (X5R vs X7R, matched 0805/1uF/10V)",S90-0805-D1-01,S90-0805,D1,fr2/2,measured value from Phase 0 - not yet available,0.1,0,required,New,dielectric comparison: P2 X5R vs D1 X7R
5,"Dielectric comparison (X5R vs X7R, matched 0805/1uF/10V)",S90-0805-D1-01,S90-0805,D1,fr3/2,measured value from Phase 0 - not yet available,0.1,0,required,New,dielectric comparison: P2 X5R vs D1 X7R
5,"Dielectric comparison (X5R vs X7R, matched 0805/1uF/10V)",S90-0805-D1-02,S90-0805,D1,fr1,measured value from Phase 0 - not yet available,0.1,0,required,New,dielectric comparison: P2 X5R vs D1 X7R
5,"Dielectric comparison (X5R vs X7R, matched 0805/1uF/10V)",S90-0805-D1-02,S90-0805,D1,fr2,measured value from Phase 0 - not yet available,0.1,0,required,New,dielectric comparison: P2 X5R vs D1 X7R
5,"Dielectric comparison (X5R vs X7R, matched 0805/1uF/10V)",S90-0805-D1-02,S90-0805,D1,fr3,measured value from Phase 0 - not yet available,0.1,0,required,New,dielectric comparison: P2 X5R vs D1 X7R
5,"Dielectric comparison (X5R vs X7R, matched 0805/1uF/10V)",S90-0805-D1-02,S90-0805,D1,fr1/2,measured value from Phase 0 - not yet available,0.1,0,required,New,dielectric comparison: P2 X5R vs D1 X7R
5,"Dielectric comparison (X5R vs X7R, matched 0805/1uF/10V)",S90-0805-D1-02,S90-0805,D1,fr2/2,measured value from Phase 0 - not yet available,0.1,0,required,New,dielectric comparison: P2 X5R vs D1 X7R
5,"Dielectric comparison (X5R vs X7R, matched 0805/1uF/10V)",S90-0805-D1-02,S90-0805,D1,fr3/2,measured value from Phase 0 - not yet available,0.1,0,required,New,dielectric comparison: P2 X5R vs D1 X7R
5,"Dielectric comparison (X5R vs X7R, matched 0805/1uF/10V)",S90-0805-P2-01,S90-0805,P2,fr1,measured value from Phase 0 - not yet available,0.1,0,required,Reused from Phase 2,X5R arm of the dielectric comparison
5,"Dielectric comparison (X5R vs X7R, matched 0805/1uF/10V)",S90-0805-P2-01,S90-0805,P2,fr2,measured value from Phase 0 - not yet available,0.1,0,required,Reused from Phase 2,X5R arm of the dielectric comparison
5,"Dielectric comparison (X5R vs X7R, matched 0805/1uF/10V)",S90-0805-P2-01,S90-0805,P2,fr3,measured value from Phase 0 - not yet available,0.1,0,required,Reused from Phase 2,X5R arm of the dielectric comparison
5,"Dielectric comparison (X5R vs X7R, matched 0805/1uF/10V)",S90-0805-P2-01,S90-0805,P2,fr1/2,measured value from Phase 0 - not yet available,0.1,0,required,Reused from Phase 2,X5R arm of the dielectric comparison
5,"Dielectric comparison (X5R vs X7R, matched 0805/1uF/10V)",S90-0805-P2-01,S90-0805,P2,fr2/2,measured value from Phase 0 - not yet available,0.1,0,required,Reused from Phase 2,X5R arm of the dielectric comparison
5,"Dielectric comparison (X5R vs X7R, matched 0805/1uF/10V)",S90-0805-P2-01,S90-0805,P2,fr3/2,measured value from Phase 0 - not yet available,0.1,0,required,Reused from Phase 2,X5R arm of the dielectric comparison
5,"Dielectric comparison (X5R vs X7R, matched 0805/1uF/10V)",S90-0805-P2-02,S90-0805,P2,fr1,measured value from Phase 0 - not yet available,0.1,0,required,Reused from Phase 2,X5R arm of the dielectric comparison
5,"Dielectric comparison (X5R vs X7R, matched 0805/1uF/10V)",S90-0805-P2-02,S90-0805,P2,fr2,measured value from Phase 0 - not yet available,0.1,0,required,Reused from Phase 2,X5R arm of the dielectric comparison
5,"Dielectric comparison (X5R vs X7R, matched 0805/1uF/10V)",S90-0805-P2-02,S90-0805,P2,fr3,measured value from Phase 0 - not yet available,0.1,0,required,Reused from Phase 2,X5R arm of the dielectric comparison
5,"Dielectric comparison (X5R vs X7R, matched 0805/1uF/10V)",S90-0805-P2-02,S90-0805,P2,fr1/2,measured value from Phase 0 - not yet available,0.1,0,required,Reused from Phase 2,X5R arm of the dielectric comparison
5,"Dielectric comparison (X5R vs X7R, matched 0805/1uF/10V)",S90-0805-P2-02,S90-0805,P2,fr2/2,measured value from Phase 0 - not yet available,0.1,0,required,Reused from Phase 2,X5R arm of the dielectric comparison
5,"Dielectric comparison (X5R vs X7R, matched 0805/1uF/10V)",S90-0805-P2-02,S90-0805,P2,fr3/2,measured value from Phase 0 - not yet available,0.1,0,required,Reused from Phase 2,X5R arm of the dielectric comparison
5,"Dielectric comparison (X5R vs X7R, matched 0805/1uF/10V)",S90-0805-P2-03,S90-0805,P2,fr1,measured value from Phase 0 - not yet available,0.1,0,required,Reused from Phase 2,X5R arm of the dielectric comparison
5,"Dielectric comparison (X5R vs X7R, matched 0805/1uF/10V)",S90-0805-P2-03,S90-0805,P2,fr2,measured value from Phase 0 - not yet available,0.1,0,required,Reused from Phase 2,X5R arm of the dielectric comparison
5,"Dielectric comparison (X5R vs X7R, matched 0805/1uF/10V)",S90-0805-P2-03,S90-0805,P2,fr3,measured value from Phase 0 - not yet available,0.1,0,required,Reused from Phase 2,X5R arm of the dielectric comparison
5,"Dielectric comparison (X5R vs X7R, matched 0805/1uF/10V)",S90-0805-P2-03,S90-0805,P2,fr1/2,measured value from Phase 0 - not yet available,0.1,0,required,Reused from Phase 2,X5R arm of the dielectric comparison
5,"Dielectric comparison (X5R vs X7R, matched 0805/1uF/10V)",S90-0805-P2-03,S90-0805,P2,fr2/2,measured value from Phase 0 - not yet available,0.1,0,required,Reused from Phase 2,X5R arm of the dielectric comparison
5,"Dielectric comparison (X5R vs X7R, matched 0805/1uF/10V)",S90-0805-P2-03,S90-0805,P2,fr3/2,measured value from Phase 0 - not yet available,0.1,0,required,Reused from Phase 2,X5R arm of the dielectric comparison
6,C0G negative control,S90-0603-N1-01,S90-0603,N1,fr1,measured value from Phase 0 - not yet available,0.1,0,required,New,baseline qualitative negative control at standard condition
6,C0G negative control,S90-0603-N1-01,S90-0603,N1,fr2,measured value from Phase 0 - not yet available,0.1,0,required,New,baseline qualitative negative control at standard condition
6,C0G negative control,S90-0603-N1-01,S90-0603,N1,fr3,measured value from Phase 0 - not yet available,0.1,0,required,New,baseline qualitative negative control at standard condition
6,C0G negative control,S90-0603-N1-01,S90-0603,N1,fr1/2,measured value from Phase 0 - not yet available,0.1,0,required,New,baseline qualitative negative control at standard condition
6,C0G negative control,S90-0603-N1-01,S90-0603,N1,fr2/2,measured value from Phase 0 - not yet available,0.1,0,required,New,baseline qualitative negative control at standard condition
6,C0G negative control,S90-0603-N1-01,S90-0603,N1,fr3/2,measured value from Phase 0 - not yet available,0.1,0,required,New,baseline qualitative negative control at standard condition
6,C0G negative control,S90-0603-N1-01,S90-0603,N1,fr1,measured value from Phase 0 - not yet available,0.5,0,optional - only if baseline response is below reliable acoustic SNR,New,sensitivity check only; NOT a direct quantitative comparison with X5R parts
6,C0G negative control,S90-0603-N1-01,S90-0603,N1,fr2,measured value from Phase 0 - not yet available,0.5,0,optional - only if baseline response is below reliable acoustic SNR,New,sensitivity check only; NOT a direct quantitative comparison with X5R parts
6,C0G negative control,S90-0603-N1-01,S90-0603,N1,fr3,measured value from Phase 0 - not yet available,0.5,0,optional - only if baseline response is below reliable acoustic SNR,New,sensitivity check only; NOT a direct quantitative comparison with X5R parts
6,C0G negative control,S90-0603-N1-01,S90-0603,N1,fr1/2,measured value from Phase 0 - not yet available,0.5,0,optional - only if baseline response is below reliable acoustic SNR,New,sensitivity check only; NOT a direct quantitative comparison with X5R parts
6,C0G negative control,S90-0603-N1-01,S90-0603,N1,fr2/2,measured value from Phase 0 - not yet available,0.5,0,optional - only if baseline response is below reliable acoustic SNR,New,sensitivity check only; NOT a direct quantitative comparison with X5R parts
6,C0G negative control,S90-0603-N1-01,S90-0603,N1,fr3/2,measured value from Phase 0 - not yet available,0.5,0,optional - only if baseline response is below reliable acoustic SNR,New,sensitivity check only; NOT a direct quantitative comparison with X5R parts
6,C0G negative control,S90-0603-N1-02,S90-0603,N1,fr1,measured value from Phase 0 - not yet available,0.1,0,required,New,baseline qualitative negative control at standard condition
6,C0G negative control,S90-0603-N1-02,S90-0603,N1,fr2,measured value from Phase 0 - not yet available,0.1,0,required,New,baseline qualitative negative control at standard condition
6,C0G negative control,S90-0603-N1-02,S90-0603,N1,fr3,measured value from Phase 0 - not yet available,0.1,0,required,New,baseline qualitative negative control at standard condition
6,C0G negative control,S90-0603-N1-02,S90-0603,N1,fr1/2,measured value from Phase 0 - not yet available,0.1,0,required,New,baseline qualitative negative control at standard condition
6,C0G negative control,S90-0603-N1-02,S90-0603,N1,fr2/2,measured value from Phase 0 - not yet available,0.1,0,required,New,baseline qualitative negative control at standard condition
6,C0G negative control,S90-0603-N1-02,S90-0603,N1,fr3/2,measured value from Phase 0 - not yet available,0.1,0,required,New,baseline qualitative negative control at standard condition
6,C0G negative control,S90-0603-N1-02,S90-0603,N1,fr1,measured value from Phase 0 - not yet available,0.5,0,optional - only if baseline response is below reliable acoustic SNR,New,sensitivity check only; NOT a direct quantitative comparison with X5R parts
6,C0G negative control,S90-0603-N1-02,S90-0603,N1,fr2,measured value from Phase 0 - not yet available,0.5,0,optional - only if baseline response is below reliable acoustic SNR,New,sensitivity check only; NOT a direct quantitative comparison with X5R parts
6,C0G negative control,S90-0603-N1-02,S90-0603,N1,fr3,measured value from Phase 0 - not yet available,0.5,0,optional - only if baseline response is below reliable acoustic SNR,New,sensitivity check only; NOT a direct quantitative comparison with X5R parts
6,C0G negative control,S90-0603-N1-02,S90-0603,N1,fr1/2,measured value from Phase 0 - not yet available,0.5,0,optional - only if baseline response is below reliable acoustic SNR,New,sensitivity check only; NOT a direct quantitative comparison with X5R parts
6,C0G negative control,S90-0603-N1-02,S90-0603,N1,fr2/2,measured value from Phase 0 - not yet available,0.5,0,optional - only if baseline response is below reliable acoustic SNR,New,sensitivity check only; NOT a direct quantitative comparison with X5R parts
6,C0G negative control,S90-0603-N1-02,S90-0603,N1,fr3/2,measured value from Phase 0 - not yet available,0.5,0,optional - only if baseline response is below reliable acoustic SNR,New,sensitivity check only; NOT a direct quantitative comparison with X5R parts
7,AC-amplitude sweep,S90-0603-R-01,S90-0603,R,fr_star,measured value from Phase 0 - not yet available (fr_star = strongest of fr1/fr2/fr3),0.05,0,required,New,AC-amplitude dependence at the strongest measured resonance and its half-frequency
7,AC-amplitude sweep,S90-0603-R-01,S90-0603,R,fr_star,measured value from Phase 0 - not yet available (fr_star = strongest of fr1/fr2/fr3),0.1,0,required,Reused from Phase 1,AC-amplitude dependence at the strongest measured resonance and its half-frequency
7,AC-amplitude sweep,S90-0603-R-01,S90-0603,R,fr_star,measured value from Phase 0 - not yet available (fr_star = strongest of fr1/fr2/fr3),0.25,0,required,New,AC-amplitude dependence at the strongest measured resonance and its half-frequency
7,AC-amplitude sweep,S90-0603-R-01,S90-0603,R,fr_star,measured value from Phase 0 - not yet available (fr_star = strongest of fr1/fr2/fr3),0.5,0,required,New,AC-amplitude dependence at the strongest measured resonance and its half-frequency
7,AC-amplitude sweep,S90-0603-R-01,S90-0603,R,fr_star/2,measured value from Phase 0 - not yet available (fr_star = strongest of fr1/fr2/fr3),0.05,0,required,New,AC-amplitude dependence at the strongest measured resonance and its half-frequency
7,AC-amplitude sweep,S90-0603-R-01,S90-0603,R,fr_star/2,measured value from Phase 0 - not yet available (fr_star = strongest of fr1/fr2/fr3),0.1,0,required,Reused from Phase 1,AC-amplitude dependence at the strongest measured resonance and its half-frequency
7,AC-amplitude sweep,S90-0603-R-01,S90-0603,R,fr_star/2,measured value from Phase 0 - not yet available (fr_star = strongest of fr1/fr2/fr3),0.25,0,required,New,AC-amplitude dependence at the strongest measured resonance and its half-frequency
7,AC-amplitude sweep,S90-0603-R-01,S90-0603,R,fr_star/2,measured value from Phase 0 - not yet available (fr_star = strongest of fr1/fr2/fr3),0.5,0,required,New,AC-amplitude dependence at the strongest measured resonance and its half-frequency
7,AC-amplitude sweep,S90-0603-R-02,S90-0603,R,fr_star,measured value from Phase 0 - not yet available (fr_star = strongest of fr1/fr2/fr3),0.05,0,required,New,AC-amplitude dependence at the strongest measured resonance and its half-frequency
